time,AQI
2019-09-18 00:00:00,60
2019-09-19 00:00:00,70
2019-09-20 00:00:00,61
2019-09-21 00:00:00,69
2019-09-22 00:00:00,76
2019-09-23 00:00:00,88
2019-09-24 00:00:00,68
2019-09-25 00:00:00,77
2019-09-26 00:00:00,73
2019-09-27 00:00:00,77
2019-09-28 00:00:00,82
2019-09-29 00:00:00,76
2019-09-30 00:00:00,82
2019-08-06 00:00:00,57
2019-08-07 00:00:00,58
2019-08-08 00:00:00,66
2019-08-09 00:00:00,68
2019-08-10 00:00:00,64
2019-08-11 00:00:00,63
2019-08-21 00:00:00,79
2019-08-22 00:00:00,85
2019-08-23 00:00:00,60
2019-08-24 00:00:00,71
2019-08-25 00:00:00,69
2019-08-26 00:00:00,82
2019-08-27 00:00:00,54
2019-08-28 00:00:00,49
2019-07-01 00:00:00,93
2019-07-02 00:00:00,89
2019-07-03 00:00:00,104
2019-07-04 00:00:00,78
2019-07-05 00:00:00,71
2019-07-06 00:00:00,67
2019-07-07 00:00:00,63
2019-07-12 00:00:00,60
2019-07-13 00:00:00,86
2019-07-14 00:00:00,75
2019-07-15 00:00:00,63
2019-07-16 00:00:00,69
2019-07-17 00:00:00,68
2019-07-18 00:00:00,60
2019-07-19 00:00:00,86
2019-07-20 00:00:00,82
2019-07-21 00:00:00,90
2019-07-22 00:00:00,56
2019-07-23 00:00:00,49
2019-07-24 00:00:00,79
2019-07-25 00:00:00,62
2019-07-26 00:00:00,66
2019-06-01 00:00:00,80
2019-06-02 00:00:00,79
2019-06-03 00:00:00,88
2019-06-04 00:00:00,90
2019-06-05 00:00:00,87
2019-06-06 00:00:00,65
2019-06-07 00:00:00,86
2019-06-08 00:00:00,79
2019-06-09 00:00:00,85
2019-06-10 00:00:00,75
2019-06-11 00:00:00,74
2019-06-14 00:00:00,109
2019-06-15 00:00:00,85
2019-06-17 00:00:00,84
2019-06-18 00:00:00,95
2019-06-19 00:00:00,70
2019-06-20 00:00:00,39
2019-06-25 00:00:00,86
2019-06-26 00:00:00,90
2019-06-27 00:00:00,89
2019-06-28 00:00:00,61
2019-06-29 00:00:00,61
2019-06-30 00:00:00,72
2019-05-01 00:00:00,83
2019-05-02 00:00:00,74
2019-05-03 00:00:00,83
2019-05-04 00:00:00,72
2019-05-05 00:00:00,95
2019-05-06 00:00:00,70
2019-05-07 00:00:00,76
2019-05-08 00:00:00,69
2019-05-09 00:00:00,72
2019-05-10 00:00:00,76
2019-05-11 00:00:00,75
2019-05-12 00:00:00,100
2019-05-13 00:00:00,99
2019-05-14 00:00:00,115
2019-05-15 00:00:00,103
2019-05-16 00:00:00,94
2019-05-17 00:00:00,94
2019-05-18 00:00:00,68
2019-05-19 00:00:00,79
2019-05-20 00:00:00,66
2019-05-21 00:00:00,72
2019-05-22 00:00:00,78
2019-05-23 00:00:00,86
2019-05-24 00:00:00,94
2019-05-25 00:00:00,94
2019-05-26 00:00:00,83
2019-05-27 00:00:00,71
2019-05-28 00:00:00,63
2019-05-29 00:00:00,73
2019-05-30 00:00:00,74
2019-05-31 00:00:00,81
2019-04-01 00:00:00,74
2019-04-02 00:00:00,87
2019-04-03 00:00:00,103
2019-04-04 00:00:00,102
2019-04-05 00:00:00,87
2019-04-06 00:00:00,111
2019-04-07 00:00:00,114
2019-04-08 00:00:00,103
2019-04-09 00:00:00,60
2019-04-10 00:00:00,73
2019-04-11 00:00:00,105
2019-04-12 00:00:00,98
2019-04-13 00:00:00,84
2019-04-14 00:00:00,60
2019-04-15 00:00:00,71
2019-04-16 00:00:00,64
2019-04-17 00:00:00,85
2019-04-18 00:00:00,106
2019-04-19 00:00:00,71
2019-04-20 00:00:00,79
2019-04-21 00:00:00,90
2019-04-22 00:00:00,77
2019-04-23 00:00:00,69
2019-04-24 00:00:00,85
2019-04-25 00:00:00,62
2019-04-26 00:00:00,70
2019-04-27 00:00:00,70
2019-04-28 00:00:00,87
2019-04-29 00:00:00,111
2019-04-30 00:00:00,124
2019-03-01 00:00:00,94
2019-03-02 00:00:00,96
2019-03-03 00:00:00,115
2019-03-04 00:00:00,117
2019-03-05 00:00:00,128
2019-03-06 00:00:00,109
2019-03-07 00:00:00,63
2019-03-08 00:00:00,65
2019-03-09 00:00:00,82
2019-03-10 00:00:00,99
2019-03-11 00:00:00,65
2019-03-12 00:00:00,67
2019-03-13 00:00:00,69
2019-03-14 00:00:00,67
2019-03-15 00:00:00,57
2019-03-16 00:00:00,61
2019-03-17 00:00:00,77
2019-03-18 00:00:00,81
2019-03-19 00:00:00,75
2019-03-20 00:00:00,82
2019-03-21 00:00:00,74
2019-03-22 00:00:00,72
2019-03-23 00:00:00,71
2019-03-24 00:00:00,75
2019-03-25 00:00:00,73
2019-03-26 00:00:00,82
2019-03-27 00:00:00,89
2019-03-28 00:00:00,93
2019-03-29 00:00:00,81
2019-03-30 00:00:00,77
2019-03-31 00:00:00,72
2019-02-01 00:00:00,63
2019-02-02 00:00:00,115
2019-02-03 00:00:00,101
2019-02-04 00:00:00,78
2019-02-05 00:00:00,201
2019-02-06 00:00:00,220
2019-02-07 00:00:00,92
2019-02-08 00:00:00,70
2019-02-09 00:00:00,77
2019-02-10 00:00:00,78
2019-02-11 00:00:00,108
2019-02-12 00:00:00,136
2019-02-13 00:00:00,144
2019-02-14 00:00:00,98
2019-02-15 00:00:00,125
2019-02-16 00:00:00,126
2019-02-17 00:00:00,140
2019-02-18 00:00:00,87
2019-02-19 00:00:00,122
2019-02-20 00:00:00,148
2019-02-21 00:00:00,216
2019-02-22 00:00:00,217
2019-02-23 00:00:00,197
2019-02-24 00:00:00,145
2019-02-25 00:00:00,172
2019-02-26 00:00:00,212
2019-02-27 00:00:00,149
2019-02-28 00:00:00,127
2019-01-01 00:00:00,116
2019-01-02 00:00:00,143
2019-01-03 00:00:00,146
2019-01-04 00:00:00,202
2019-01-05 00:00:00,179
2019-01-06 00:00:00,111
2019-01-07 00:00:00,147
2019-01-08 00:00:00,150
2019-01-09 00:00:00,69
2019-01-10 00:00:00,124
2019-01-11 00:00:00,195
2019-01-12 00:00:00,205
2019-01-13 00:00:00,199
2019-01-14 00:00:00,214
2019-01-15 00:00:00,134
2019-01-16 00:00:00,83
2019-01-17 00:00:00,70
2019-01-18 00:00:00,97
2019-01-19 00:00:00,143
2019-01-20 00:00:00,151
2019-01-21 00:00:00,63
2019-01-22 00:00:00,59
2019-01-23 00:00:00,80
2019-01-24 00:00:00,108
2019-01-25 00:00:00,114
2019-01-26 00:00:00,73
2019-01-27 00:00:00,93
2019-01-28 00:00:00,140
2019-01-29 00:00:00,168
2019-01-30 00:00:00,196
2019-01-31 00:00:00,75
2018-12-01 00:00:00,171
2018-12-02 00:00:00,139
2018-12-03 00:00:00,115
2018-12-04 00:00:00,123
2018-12-05 00:00:00,82
2018-12-06 00:00:00,90
2018-12-07 00:00:00,64
2018-12-08 00:00:00,70
2018-12-09 00:00:00,79
2018-12-10 00:00:00,105
2018-12-11 00:00:00,132
2018-12-12 00:00:00,94
2018-12-13 00:00:00,82
2018-12-14 00:00:00,87
2018-12-15 00:00:00,126
2018-12-16 00:00:00,73
2018-12-17 00:00:00,65
2018-12-18 00:00:00,72
2018-12-19 00:00:00,113
2018-12-20 00:00:00,151
2018-12-21 00:00:00,191
2018-12-28 00:00:00,69
2018-12-29 00:00:00,83
2018-12-30 00:00:00,77
2018-12-31 00:00:00,82
2018-11-01 00:00:00,100
2018-11-02 00:00:00,85
2018-11-03 00:00:00,75
2018-11-04 00:00:00,99
2018-11-05 00:00:00,79
2018-11-06 00:00:00,58
2018-11-07 00:00:00,62
2018-11-08 00:00:00,64
2018-11-09 00:00:00,75
2018-11-10 00:00:00,108
2018-11-11 00:00:00,105
2018-11-12 00:00:00,120
2018-11-13 00:00:00,137
2018-11-14 00:00:00,131
2018-11-15 00:00:00,152
2018-11-16 00:00:00,75
2018-11-17 00:00:00,70
2018-11-18 00:00:00,63
2018-11-19 00:00:00,68
2018-11-20 00:00:00,86
2018-11-21 00:00:00,79
2018-11-22 00:00:00,64
2018-11-23 00:00:00,91
2018-11-24 00:00:00,160
2018-11-25 00:00:00,147
2018-11-26 00:00:00,136
2018-11-27 00:00:00,148
2018-11-28 00:00:00,201
2018-11-29 00:00:00,158
2018-11-30 00:00:00,152
2018-10-01 00:00:00,50
2018-10-02 00:00:00,60
2018-10-03 00:00:00,68
2018-10-04 00:00:00,76
2018-10-05 00:00:00,81
2018-10-06 00:00:00,96
2018-10-07 00:00:00,95
2018-10-08 00:00:00,101
2018-10-09 00:00:00,67
2018-10-10 00:00:00,70
2018-10-11 00:00:00,71
2018-10-12 00:00:00,75
2018-10-13 00:00:00,76
2018-10-14 00:00:00,79
2018-10-15 00:00:00,80
2018-10-16 00:00:00,105
2018-10-17 00:00:00,91
2018-10-18 00:00:00,68
2018-10-19 00:00:00,68
2018-10-20 00:00:00,74
2018-10-21 00:00:00,83
2018-10-22 00:00:00,90
2018-10-23 00:00:00,71
2018-10-24 00:00:00,77
2018-10-25 00:00:00,81
2018-10-26 00:00:00,68
2018-10-27 00:00:00,56
2018-10-28 00:00:00,59
2018-10-29 00:00:00,63
2018-10-30 00:00:00,76
2018-10-31 00:00:00,91
2018-09-02 00:00:00,72
2018-09-03 00:00:00,75
2018-09-04 00:00:00,75
2018-09-05 00:00:00,62
2018-09-06 00:00:00,65
2018-09-07 00:00:00,52
2018-09-08 00:00:00,71
2018-09-09 00:00:00,74
2018-09-10 00:00:00,79
2018-09-11 00:00:00,75
2018-09-12 00:00:00,77
2018-09-13 00:00:00,75
2018-09-14 00:00:00,61
2018-09-15 00:00:00,71
2018-09-16 00:00:00,60
2018-09-17 00:00:00,63
2018-09-18 00:00:00,73
2018-09-19 00:00:00,55
2018-09-20 00:00:00,73
2018-09-21 00:00:00,65
2018-09-22 00:00:00,58
2018-09-23 00:00:00,58
2018-09-24 00:00:00,63
2018-09-25 00:00:00,60
2018-09-26 00:00:00,62
2018-09-27 00:00:00,77
2018-09-28 00:00:00,64
2018-09-29 00:00:00,69
2018-09-30 00:00:00,59
2018-08-01 00:00:00,70
2018-08-02 00:00:00,84
2018-08-03 00:00:00,97
2018-08-04 00:00:00,98
2018-08-05 00:00:00,71
2018-08-06 00:00:00,78
2018-08-07 00:00:00,86
2018-08-08 00:00:00,86
2018-08-09 00:00:00,87
2018-08-10 00:00:00,87
2018-08-11 00:00:00,95
2018-08-12 00:00:00,88
2018-08-13 00:00:00,78
2018-08-14 00:00:00,66
2018-08-15 00:00:00,76
2018-08-16 00:00:00,58
2018-08-17 00:00:00,83
2018-08-18 00:00:00,68
2018-08-19 00:00:00,47
2018-08-20 00:00:00,69
2018-08-21 00:00:00,99
2018-08-22 00:00:00,81
2018-08-23 00:00:00,86
2018-08-25 00:00:00,109
2018-08-27 00:00:00,101
2018-08-29 00:00:00,108
2018-08-31 00:00:00,77
2018-07-01 00:00:00,117
2018-07-02 00:00:00,95
2018-07-03 00:00:00,103
2018-07-04 00:00:00,81
2018-07-05 00:00:00,99
2018-07-06 00:00:00,134
2018-07-07 00:00:00,102
2018-07-08 00:00:00,64
2018-07-09 00:00:00,60
2018-07-10 00:00:00,50
2018-07-11 00:00:00,77
2018-07-12 00:00:00,86
2018-07-13 00:00:00,52
2018-07-14 00:00:00,43
2018-07-15 00:00:00,76
2018-07-16 00:00:00,62
2018-07-17 00:00:00,68
2018-07-18 00:00:00,87
2018-07-19 00:00:00,77
2018-07-20 00:00:00,73
2018-07-21 00:00:00,93
2018-07-22 00:00:00,83
2018-07-23 00:00:00,79
2018-07-24 00:00:00,84
2018-07-25 00:00:00,90
2018-07-26 00:00:00,89
2018-07-27 00:00:00,73
2018-07-28 00:00:00,78
2018-07-29 00:00:00,92
2018-07-30 00:00:00,78
2018-07-31 00:00:00,73
2018-06-01 00:00:00,117
2018-06-02 00:00:00,95
2018-06-03 00:00:00,111
2018-06-04 00:00:00,108
2018-06-05 00:00:00,93
2018-06-06 00:00:00,97
2018-06-07 00:00:00,114
2018-06-08 00:00:00,103
2018-06-09 00:00:00,50
2018-06-10 00:00:00,96
2018-06-11 00:00:00,93
2018-06-12 00:00:00,95
2018-06-13 00:00:00,95
2018-06-14 00:00:00,114
2018-06-15 00:00:00,128
2018-06-16 00:00:00,105
2018-06-17 00:00:00,95
2018-06-18 00:00:00,83
2018-06-19 00:00:00,102
2018-06-20 00:00:00,96
2018-06-21 00:00:00,107
2018-06-22 00:00:00,95
2018-06-23 00:00:00,115
2018-06-24 00:00:00,103
2018-06-25 00:00:00,65
2018-06-26 00:00:00,57
2018-06-27 00:00:00,92
2018-06-28 00:00:00,97
2018-06-29 00:00:00,104
2018-06-30 00:00:00,90
2018-05-01 00:00:00,109
2018-05-02 00:00:00,91
2018-05-03 00:00:00,74
2018-05-04 00:00:00,81
2018-05-05 00:00:00,86
2018-05-06 00:00:00,121
2018-05-07 00:00:00,73
2018-05-08 00:00:00,96
2018-05-09 00:00:00,112
2018-05-10 00:00:00,88
2018-05-11 00:00:00,92
2018-05-12 00:00:00,102
2018-05-13 00:00:00,88
2018-05-14 00:00:00,97
2018-05-15 00:00:00,67
2018-05-16 00:00:00,57
2018-05-17 00:00:00,115
2018-05-18 00:00:00,82
2018-05-19 00:00:00,69
2018-05-20 00:00:00,50
2018-05-21 00:00:00,68
2018-05-22 00:00:00,91
2018-05-23 00:00:00,84
2018-05-24 00:00:00,95
2018-05-25 00:00:00,79
2018-05-26 00:00:00,181
2018-05-27 00:00:00,86
2018-05-28 00:00:00,94
2018-05-29 00:00:00,103
2018-05-30 00:00:00,86
2018-05-31 00:00:00,103
2018-04-01 00:00:00,149
2018-04-02 00:00:00,120
2018-04-03 00:00:00,192
2018-04-04 00:00:00,73
2018-04-05 00:00:00,111
2018-04-06 00:00:00,107
2018-04-07 00:00:00,72
2018-04-08 00:00:00,71
2018-04-09 00:00:00,104
2018-04-10 00:00:00,180
2018-04-11 00:00:00,175
2018-04-12 00:00:00,84
2018-04-13 00:00:00,53
2018-04-14 00:00:00,271
2018-04-15 00:00:00,158
2018-04-16 00:00:00,118
2018-04-17 00:00:00,126
2018-04-18 00:00:00,135
2018-04-19 00:00:00,112
2018-04-20 00:00:00,100
2018-04-21 00:00:00,69
2018-04-22 00:00:00,50
2018-04-23 00:00:00,68
2018-04-24 00:00:00,103
2018-04-25 00:00:00,91
2018-04-26 00:00:00,74
2018-04-27 00:00:00,99
2018-04-28 00:00:00,95
2018-04-29 00:00:00,79
2018-04-30 00:00:00,113
2018-03-01 00:00:00,118
2018-03-02 00:00:00,98
2018-03-03 00:00:00,183
2018-03-04 00:00:00,136
2018-03-05 00:00:00,89
2018-03-06 00:00:00,90
2018-03-07 00:00:00,123
2018-03-08 00:00:00,123
2018-03-09 00:00:00,153
2018-03-10 00:00:00,220
2018-03-11 00:00:00,267
2018-03-12 00:00:00,200
2018-03-13 00:00:00,135
2018-03-14 00:00:00,106
2018-03-15 00:00:00,158
2018-03-16 00:00:00,55
2018-03-17 00:00:00,71
2018-03-18 00:00:00,106
2018-03-19 00:00:00,191
2018-03-20 00:00:00,83
2018-03-21 00:00:00,77
2018-03-22 00:00:00,119
2018-03-23 00:00:00,115
2018-03-24 00:00:00,91
2018-03-25 00:00:00,92
2018-03-26 00:00:00,115
2018-03-27 00:00:00,115
2018-03-28 00:00:00,110
2018-03-29 00:00:00,183
2018-03-30 00:00:00,88
2018-03-31 00:00:00,137
2018-02-01 00:00:00,77
2018-02-02 00:00:00,62
2018-02-03 00:00:00,63
2018-02-04 00:00:00,65
2018-02-05 00:00:00,69
2018-02-06 00:00:00,80
2018-02-07 00:00:00,95
2018-02-08 00:00:00,99
2018-02-09 00:00:00,128
2018-02-10 00:00:00,145
2018-02-11 00:00:00,82
2018-02-12 00:00:00,52
2018-02-13 00:00:00,65
2018-02-14 00:00:00,97
2018-02-15 00:00:00,87
2018-02-16 00:00:00,221
2018-02-17 00:00:00,230
2018-02-18 00:00:00,229
2018-02-19 00:00:00,201
2018-02-20 00:00:00,192
2018-02-21 00:00:00,153
2018-02-22 00:00:00,59
2018-02-23 00:00:00,67
2018-02-24 00:00:00,92
2018-02-25 00:00:00,96
2018-02-26 00:00:00,160
2018-02-27 00:00:00,233
2018-02-28 00:00:00,248
2018-01-01 00:00:00,153
2018-01-02 00:00:00,181
2018-01-03 00:00:00,68
2018-01-04 00:00:00,70
2018-01-05 00:00:00,146
2018-01-06 00:00:00,147
2018-01-07 00:00:00,194
2018-01-08 00:00:00,53
2018-01-09 00:00:00,45
2018-01-10 00:00:00,45
2018-01-11 00:00:00,59
2018-01-12 00:00:00,95
2018-01-13 00:00:00,164
2018-01-14 00:00:00,196
2018-01-15 00:00:00,256
2018-01-16 00:00:00,337
2018-01-17 00:00:00,317
2018-01-18 00:00:00,383
2018-01-19 00:00:00,141
2018-01-20 00:00:00,138
2018-01-21 00:00:00,305
2018-01-22 00:00:00,189
2018-01-23 00:00:00,117
2018-01-24 00:00:00,106
2018-01-25 00:00:00,88
2018-01-26 00:00:00,79
2018-01-27 00:00:00,113
2018-01-28 00:00:00,208
2018-01-29 00:00:00,62
2018-01-30 00:00:00,66
2018-01-31 00:00:00,67
2017-12-01 00:00:00,131
2017-12-02 00:00:00,182
2017-12-03 00:00:00,232
2017-12-04 00:00:00,253
2017-12-05 00:00:00,56
2017-12-06 00:00:00,64
2017-12-07 00:00:00,95
2017-12-08 00:00:00,61
2017-12-09 00:00:00,70
2017-12-10 00:00:00,54
2017-12-11 00:00:00,63
2017-12-12 00:00:00,66
2017-12-13 00:00:00,86
2017-12-14 00:00:00,151
2017-12-15 00:00:00,238
2017-12-16 00:00:00,85
2017-12-17 00:00:00,40
2017-12-18 00:00:00,52
2017-12-19 00:00:00,57
2017-12-20 00:00:00,54
2017-12-21 00:00:00,70
2017-12-22 00:00:00,111
2017-12-23 00:00:00,161
2017-12-24 00:00:00,70
2017-12-25 00:00:00,79
2017-12-26 00:00:00,115
2017-12-27 00:00:00,153
2017-12-28 00:00:00,255
2017-12-29 00:00:00,296
2017-12-30 00:00:00,155
2017-12-31 00:00:00,76
2017-11-01 00:00:00,96
2017-11-02 00:00:00,79
2017-11-03 00:00:00,94
2017-11-04 00:00:00,69
2017-11-05 00:00:00,98
2017-11-06 00:00:00,155
2017-11-07 00:00:00,104
2017-11-08 00:00:00,163
2017-11-09 00:00:00,190
2017-11-10 00:00:00,74
2017-11-11 00:00:00,60
2017-11-12 00:00:00,93
2017-11-13 00:00:00,68
2017-11-14 00:00:00,84
2017-11-15 00:00:00,89
2017-11-16 00:00:00,107
2017-11-17 00:00:00,153
2017-11-18 00:00:00,65
2017-11-19 00:00:00,92
2017-11-20 00:00:00,91
2017-11-21 00:00:00,88
2017-11-22 00:00:00,61
2017-11-23 00:00:00,54
2017-11-24 00:00:00,76
2017-11-25 00:00:00,87
2017-11-26 00:00:00,97
2017-11-27 00:00:00,135
2017-11-28 00:00:00,173
2017-11-29 00:00:00,93
2017-11-30 00:00:00,89
2017-10-01 00:00:00,100
2017-10-02 00:00:00,96
2017-10-03 00:00:00,35
2017-10-05 00:00:00,54
2017-10-06 00:00:00,67
2017-10-07 00:00:00,86
2017-10-08 00:00:00,77
2017-10-09 00:00:00,53
2017-10-10 00:00:00,37
2017-10-11 00:00:00,78
2017-10-12 00:00:00,63
2017-10-13 00:00:00,76
2017-10-14 00:00:00,102
2017-10-15 00:00:00,127
2017-10-16 00:00:00,77
2017-10-17 00:00:00,89
2017-10-18 00:00:00,59
2017-10-19 00:00:00,87
2017-10-20 00:00:00,113
2017-10-21 00:00:00,112
2017-10-22 00:00:00,172
2017-10-23 00:00:00,84
2017-10-24 00:00:00,92
2017-10-25 00:00:00,125
2017-10-26 00:00:00,112
2017-10-27 00:00:00,103
2017-10-28 00:00:00,103
2017-10-29 00:00:00,68
2017-10-30 00:00:00,80
2017-10-31 00:00:00,114
2017-09-01 00:00:00,62
2017-09-02 00:00:00,52
2017-09-03 00:00:00,62
2017-09-04 00:00:00,96
2017-09-05 00:00:00,86
2017-09-06 00:00:00,65
2017-09-07 00:00:00,85
2017-09-08 00:00:00,73
2017-09-09 00:00:00,50
2017-09-10 00:00:00,82
2017-09-11 00:00:00,98
2017-09-12 00:00:00,111
2017-09-13 00:00:00,92
2017-09-14 00:00:00,89
2017-09-15 00:00:00,83
2017-09-16 00:00:00,97
2017-09-17 00:00:00,112
2017-09-18 00:00:00,127
2017-09-19 00:00:00,94
2017-09-20 00:00:00,91
2017-09-21 00:00:00,118
2017-09-22 00:00:00,72
2017-09-23 00:00:00,111
2017-09-24 00:00:00,79
2017-09-25 00:00:00,85
2017-09-26 00:00:00,99
2017-09-27 00:00:00,75
2017-09-28 00:00:00,88
2017-09-29 00:00:00,123
2017-09-30 00:00:00,96
2017-08-01 00:00:00,98
2017-08-02 00:00:00,67
2017-08-03 00:00:00,109
2017-08-04 00:00:00,106
2017-08-05 00:00:00,95
2017-08-06 00:00:00,107
2017-08-07 00:00:00,86
2017-08-08 00:00:00,70
2017-08-09 00:00:00,77
2017-08-10 00:00:00,100
2017-08-11 00:00:00,114
2017-08-12 00:00:00,68
2017-08-13 00:00:00,79
2017-08-14 00:00:00,101
2017-08-15 00:00:00,91
2017-08-16 00:00:00,113
2017-08-17 00:00:00,106
2017-08-18 00:00:00,84
2017-08-19 00:00:00,82
2017-08-20 00:00:00,99
2017-08-21 00:00:00,98
2017-08-22 00:00:00,97
2017-08-23 00:00:00,72
2017-08-24 00:00:00,103
2017-08-25 00:00:00,72
2017-08-26 00:00:00,62
2017-08-27 00:00:00,85
2017-08-28 00:00:00,122
2017-08-29 00:00:00,64
2017-08-30 00:00:00,47
2017-08-31 00:00:00,92
2017-07-01 00:00:00,102
2017-07-02 00:00:00,118
2017-07-03 00:00:00,125
2017-07-04 00:00:00,115
2017-07-05 00:00:00,84
2017-07-06 00:00:00,53
2017-07-07 00:00:00,81
2017-07-08 00:00:00,95
2017-07-09 00:00:00,100
2017-07-10 00:00:00,103
2017-07-11 00:00:00,96
2017-07-12 00:00:00,89
2017-07-13 00:00:00,90
2017-07-14 00:00:00,77
2017-07-15 00:00:00,69
2017-07-16 00:00:00,77
2017-07-17 00:00:00,81
2017-07-18 00:00:00,57
2017-07-19 00:00:00,74
2017-07-20 00:00:00,74
2017-07-21 00:00:00,76
2017-07-22 00:00:00,73
2017-07-23 00:00:00,107
2017-07-24 00:00:00,120
2017-07-25 00:00:00,110
2017-07-26 00:00:00,100
2017-07-27 00:00:00,86
2017-07-28 00:00:00,49
2017-07-29 00:00:00,54
2017-07-30 00:00:00,89
2017-07-31 00:00:00,110
2017-06-01 00:00:00,125
2017-06-02 00:00:00,126
2017-06-03 00:00:00,90
2017-06-04 00:00:00,71
2017-06-05 00:00:00,56
2017-06-06 00:00:00,74
2017-06-07 00:00:00,114
2017-06-08 00:00:00,66
2017-06-09 00:00:00,80
2017-06-10 00:00:00,78
2017-06-11 00:00:00,102
2017-06-12 00:00:00,118
2017-06-13 00:00:00,96
2017-06-14 00:00:00,137
2017-06-15 00:00:00,129
2017-06-16 00:00:00,112
2017-06-17 00:00:00,120
2017-06-18 00:00:00,124
2017-06-19 00:00:00,139
2017-06-20 00:00:00,119
2017-06-21 00:00:00,97
2017-06-22 00:00:00,64
2017-06-23 00:00:00,122
2017-06-24 00:00:00,130
2017-06-25 00:00:00,96
2017-06-26 00:00:00,103
2017-06-27 00:00:00,116
2017-06-28 00:00:00,115
2017-06-29 00:00:00,95
2017-06-30 00:00:00,104
2017-05-01 00:00:00,124
2017-05-02 00:00:00,130
2017-05-03 00:00:00,63
2017-05-04 00:00:00,141
2017-05-05 00:00:00,242
2017-05-06 00:00:00,84
2017-05-07 00:00:00,129
2017-05-08 00:00:00,84
2017-05-09 00:00:00,81
2017-05-10 00:00:00,84
2017-05-11 00:00:00,84
2017-05-12 00:00:00,97
2017-05-13 00:00:00,104
2017-05-14 00:00:00,96
2017-05-15 00:00:00,58
2017-05-16 00:00:00,66
2017-05-17 00:00:00,82
2017-05-18 00:00:00,94
2017-05-19 00:00:00,97
2017-05-20 00:00:00,85
2017-05-21 00:00:00,100
2017-05-22 00:00:00,106
2017-05-23 00:00:00,65
2017-05-24 00:00:00,77
2017-05-25 00:00:00,83
2017-05-26 00:00:00,112
2017-05-27 00:00:00,106
2017-05-28 00:00:00,108
2017-05-29 00:00:00,115
2017-05-30 00:00:00,141
2017-05-31 00:00:00,127
2017-04-01 00:00:00,116
2017-04-02 00:00:00,81
2017-04-03 00:00:00,98
2017-04-04 00:00:00,83
2017-04-05 00:00:00,133
2017-04-06 00:00:00,187
2017-04-07 00:00:00,165
2017-04-08 00:00:00,117
2017-04-09 00:00:00,50
2017-04-10 00:00:00,68
2017-04-11 00:00:00,95
2017-04-12 00:00:00,100
2017-04-13 00:00:00,88
2017-04-14 00:00:00,95
2017-04-15 00:00:00,118
2017-04-16 00:00:00,65
2017-04-17 00:00:00,105
2017-04-18 00:00:00,97
2017-04-19 00:00:00,98
2017-04-20 00:00:00,94
2017-04-21 00:00:00,70
2017-04-22 00:00:00,67
2017-04-23 00:00:00,83
2017-04-24 00:00:00,109
2017-04-25 00:00:00,95
2017-04-26 00:00:00,72
2017-04-27 00:00:00,80
2017-04-28 00:00:00,85
2017-04-29 00:00:00,79
2017-04-30 00:00:00,95
2017-03-01 00:00:00,62
2017-03-02 00:00:00,62
2017-03-03 00:00:00,79
2017-03-04 00:00:00,140
2017-03-05 00:00:00,176
2017-03-06 00:00:00,76
2017-03-07 00:00:00,69
2017-03-08 00:00:00,67
2017-03-09 00:00:00,66
2017-03-10 00:00:00,115
2017-03-11 00:00:00,180
2017-03-12 00:00:00,127
2017-03-13 00:00:00,64
2017-03-14 00:00:00,81
2017-03-15 00:00:00,81
2017-03-16 00:00:00,101
2017-03-17 00:00:00,108
2017-03-18 00:00:00,139
2017-03-19 00:00:00,125
2017-03-20 00:00:00,107
2017-03-21 00:00:00,147
2017-03-22 00:00:00,167
2017-03-23 00:00:00,86
2017-03-24 00:00:00,100
2017-03-25 00:00:00,58
2017-03-26 00:00:00,48
2017-03-27 00:00:00,81
2017-03-28 00:00:00,102
2017-03-29 00:00:00,143
2017-03-30 00:00:00,225
2017-03-31 00:00:00,186
2017-02-01 00:00:00,166
2017-02-02 00:00:00,124
2017-02-03 00:00:00,235
2017-02-04 00:00:00,319
2017-02-05 00:00:00,406
2017-02-06 00:00:00,199
2017-02-07 00:00:00,101
2017-02-08 00:00:00,196
2017-02-09 00:00:00,100
2017-02-10 00:00:00,62
2017-02-11 00:00:00,78
2017-02-12 00:00:00,102
2017-02-13 00:00:00,168
2017-02-14 00:00:00,219
2017-02-15 00:00:00,178
2017-02-16 00:00:00,229
2017-02-17 00:00:00,85
2017-02-18 00:00:00,131
2017-02-19 00:00:00,213
2017-02-20 00:00:00,99
2017-02-21 00:00:00,79
2017-02-22 00:00:00,125
2017-02-23 00:00:00,100
2017-02-24 00:00:00,93
2017-02-25 00:00:00,83
2017-02-26 00:00:00,89
2017-02-27 00:00:00,85
2017-02-28 00:00:00,91
2017-01-01 00:00:00,328
2017-01-02 00:00:00,258
2017-01-03 00:00:00,260
2017-01-04 00:00:00,231
2017-01-05 00:00:00,230
2017-01-06 00:00:00,224
2017-01-07 00:00:00,172
2017-01-08 00:00:00,275
2017-01-09 00:00:00,237
2017-01-10 00:00:00,287
2017-01-11 00:00:00,188
2017-01-12 00:00:00,68
2017-01-13 00:00:00,101
2017-01-14 00:00:00,109
2017-01-15 00:00:00,95
2017-01-16 00:00:00,184
2017-01-17 00:00:00,337
2017-01-18 00:00:00,357
2017-01-19 00:00:00,177
2017-01-20 00:00:00,69
2017-01-21 00:00:00,95
2017-01-22 00:00:00,144
